,index,year,state,code,majority_religion,majority_population,majority_ratio
446,228,2015,Costa Rica,COS,christianity,3925741.0,0.8822
447,676,1995,Croatia,CRO,christianity,4188925.0,0.8972
448,677,2000,Croatia,CRO,christianity,4154923.0,0.9289
449,678,2005,Croatia,CRO,christianity,4098533.0,0.9227
450,679,2010,Croatia,CRO,christianity,4042145.0,0.9137
451,676,2015,Croatia,CRO,christianity,4042145.0,0.9137
452,36,1945,Cuba,CUB,christianity,4573565.0,0.9277
453,37,1950,Cuba,CUB,christianity,5184852.0,0.8851
454,38,1955,Cuba,CUB,christianity,5704366.0,0.8877
455,39,1960,Cuba,CUB,christianity,6189000.0,0.8805
456,40,1965,Cuba,CUB,christianity,6225920.0,0.8413
457,41,1970,Cuba,CUB,christianity,6382300.0,0.7468
458,42,1975,Cuba,CUB,christianity,6504238.0,0.7611
459,43,1980,Cuba,CUB,christianity,6921580.0,0.7118
460,44,1985,Cuba,CUB,christianity,7554920.0,0.7482
461,45,1990,Cuba,CUB,christianity,7680210.0,0.7229
462,46,1995,Cuba,CUB,christianity,8524160.0,0.7763
463,47,2000,Cuba,CUB,christianity,8100650.0,0.7232
464,48,2005,Cuba,CUB,christianity,7520095.0,0.6689
465,49,2010,Cuba,CUB,christianity,7407107.0,0.6589
466,36,2015,Cuba,CUB,christianity,7407107.0,0.6589
467,717,1960,Cyprus,CYP,christianity,452000.0,0.7888
468,718,1965,Cyprus,CYP,christianity,474000.0,0.802
469,719,1970,Cyprus,CYP,christianity,458383.0,0.7589
470,720,1975,Cyprus,CYP,christianity,471111.0,0.7723
471,721,1980,Cyprus,CYP,christianity,481510.0,0.7881
472,722,1985,Cyprus,CYP,christianity,494760.0,0.7647
473,723,1990,Cyprus,CYP,christianity,505680.0,0.7426
474,724,1995,Cyprus,CYP,christianity,519135.0,0.7082
475,725,2000,Cyprus,CYP,christianity,559042.0,0.7112
476,726,2005,Cyprus,CYP,christianity,576604.0,0.7226
477,727,2010,Cyprus,CYP,christianity,606674.0,0.7453
478,717,2015,Cyprus,CYP,christianity,606674.0,0.7453
479,621,1995,Czech Republic,CZR,noreligion,6818460.0,0.66
480,622,2000,Czech Republic,CZR,noreligion,6048221.0,0.5904
481,623,2005,Czech Republic,CZR,noreligion,7014110.0,0.6854
482,624,2010,Czech Republic,CZR,noreligion,7980000.0,0.7575
483,621,2015,Czech Republic,CZR,noreligion,7980000.0,0.7575
484,611,1945,Czechoslovakia,CZE,christianity,10593255.0,0.7486
485,612,1950,Czechoslovakia,CZE,christianity,10171330.0,0.821
486,613,1955,Czechoslovakia,CZE,christianity,10280735.0,0.7852
487,614,1960,Czechoslovakia,CZE,christianity,10446458.0,0.7651
488,615,1965,Czechoslovakia,CZE,christianity,10552773.0,0.7453
489,616,1970,Czechoslovakia,CZE,christianity,10866560.0,0.7581
490,617,1975,Czechoslovakia,CZE,christianity,11183600.0,0.7555
491,618,1980,Czechoslovakia,CZE,christianity,11550840.0,0.7544
492,619,1985,Czechoslovakia,CZE,christianity,11406000.0,0.7359
493,620,1990,Czechoslovakia,CZE,christianity,11078173.0,0.7074
494,611,2015,Czechoslovakia,CZE,christianity,11078173.0,0.7074
495,1119,1960,Democratic Republic of the Congo,DRC,christianity,11222901.0,0.7956
496,1120,1965,Democratic Republic of the Congo,DRC,christianity,14667439.0,0.8440000000000001
497,1121,1970,Democratic Republic of the Congo,DRC,christianity,19439860.0,0.8984
498,1122,1975,Democratic Republic of the Congo,DRC,christianity,20532249.0,0.9092
499,1123,1980,Democratic Republic of the Congo,DRC,christianity,24665560.0,0.9351
500,1124,1985,Democratic Republic of the Congo,DRC,christianity,29078300.0,0.9386
501,1125,1990,Democratic Republic of the Congo,DRC,christianity,33302540.0,0.9365
502,1126,1995,Democratic Republic of the Congo,DRC,christianity,43148540.0,0.9493
503,1127,2000,Democratic Republic of the Congo,DRC,christianity,47010884.0,0.9101
504,1128,2005,Democratic Republic of the Congo,DRC,christianity,54270480.0,0.9186
505,1129,2010,Democratic Republic of the Congo,DRC,christianity,63127199.0,0.9302
506,1119,2015,Democratic Republic of the Congo,DRC,christianity,63127199.0,0.9302
507,848,1945,Denmark,DEN,christianity,3986493.0,0.9868
508,849,1950,Denmark,DEN,christianity,4232956.0,0.9913
509,850,1955,Denmark,DEN,christianity,4384058.0,0.9876
510,851,1960,Denmark,DEN,christianity,4522160.0,0.9872
511,852,1965,Denmark,DEN,christianity,4676866.0,0.9829
512,853,1970,Denmark,DEN,christianity,4824090.0,0.9787
513,854,1975,Denmark,DEN,christianity,4804803.0,0.9496
514,855,1980,Denmark,DEN,christianity,4783315.0,0.9337
515,856,1985,Denmark,DEN,christianity,4780328.0,0.9348
516,857,1990,Denmark,DEN,christianity,4777340.0,0.9294
517,858,1995,Denmark,DEN,christianity,4703433.0,0.8997
518,859,2000,Denmark,DEN,christianity,4551334.0,0.8599
519,860,2005,Denmark,DEN,christianity,4544945.0,0.8392
520,861,2010,Denmark,DEN,christianity,4527237.0,0.8172
521,848,2015,Denmark,DEN,christianity,4527237.0,0.8172
522,1191,1980,Djibouti,DJI,islam,330875.0,0.932
523,1192,1985,Djibouti,DJI,islam,404000.0,0.9395
524,1193,1990,Djibouti,DJI,islam,484500.0,0.9371
525,1194,1995,Djibouti,DJI,islam,564940.0,0.94
526,1195,2000,Djibouti,DJI,islam,622050.0,0.975
527,1196,2005,Djibouti,DJI,islam,784875.0,0.975
528,1197,2010,Djibouti,DJI,islam,860869.0,0.975
529,1191,2015,Djibouti,DJI,islam,860869.0,0.975
530,109,1980,Dominica,DMA,christianity,73940.0,0.9992
531,110,1985,Dominica,DMA,christianity,74000.0,0.9867
532,111,1990,Dominica,DMA,christianity,69480.0,0.965
533,112,1995,Dominica,DMA,christianity,69050.0,0.9725
534,113,2000,Dominica,DMA,christianity,60965.0,0.8587
535,114,2005,Dominica,DMA,christianity,64061.0,0.885
536,115,2010,Dominica,DMA,christianity,67160.0,0.92
537,109,2015,Dominica,DMA,christianity,67160.0,0.92
538,64,1945,Dominican Republic,DOM,christianity,1879020.0,0.949
539,65,1950,Dominican Republic,DOM,christianity,2131914.0,0.9517
540,66,1955,Dominican Republic,DOM,christianity,2490952.0,0.9753
541,67,1960,Dominican Republic,DOM,christianity,3149465.0,0.9748
542,68,1965,Dominican Republic,DOM,christianity,3239450.0,0.967
543,69,1970,Dominican Republic,DOM,christianity,3598539.0,0.8859
544,70,1975,Dominican Republic,DOM,christianity,3949249.0,0.8408
545,71,1980,Dominican Republic,DOM,christianity,4855425.0,0.8523
546,72,1985,Dominican Republic,DOM,christianity,5357360.0,0.835
547,73,1990,Dominican Republic,DOM,christianity,6044752.0,0.8506
548,74,1995,Dominican Republic,DOM,christianity,6098300.0,0.8505
549,75,2000,Dominican Republic,DOM,christianity,6526613.0,0.79
550,76,2005,Dominican Republic,DOM,christianity,7484946.0,0.815
551,77,2010,Dominican Republic,DOM,christianity,8662283.0,0.87
552,64,2015,Dominican Republic,DOM,christianity,8662283.0,0.87
553,1904,2005,East Timor,ETM,christianity,972160.0,0.98
554,1905,2010,East Timor,ETM,christianity,1105222.0,0.98
555,1904,2015,East Timor,ETM,christianity,1105222.0,0.98
556,301,1945,Ecuador,ECU,christianity,2502000.0,0.9
557,302,1950,Ecuador,ECU,christianity,2903000.0,0.9002
558,303,1955,Ecuador,ECU,christianity,3554658.0,0.9204
559,304,1960,Ecuador,ECU,christianity,4106886.0,0.9252
560,305,1965,Ecuador,ECU,christianity,4854560.0,0.9437
561,306,1970,Ecuador,ECU,christianity,5871027.0,0.9834
562,307,1975,Ecuador,ECU,christianity,6464010.0,0.9359
563,308,1980,Ecuador,ECU,christianity,7662642.0,0.9625
564,309,1985,Ecuador,ECU,christianity,8948500.0,0.9591
565,310,1990,Ecuador,ECU,christianity,9874700.0,0.9621
566,311,1995,Ecuador,ECU,christianity,8978500.0,0.9623
567,312,2000,Ecuador,ECU,christianity,11477020.0,0.9076
568,313,2005,Ecuador,ECU,christianity,12136581.0,0.916
569,314,2010,Ecuador,ECU,christianity,12830327.0,0.903
570,301,2015,Ecuador,ECU,christianity,12830327.0,0.903
571,1443,1945,Egypt,EGY,islam,15428230.0,0.8358
572,1444,1950,Egypt,EGY,islam,16778020.0,0.82
573,1445,1955,Egypt,EGY,islam,20039010.0,0.8716
574,1446,1960,Egypt,EGY,islam,23300000.0,0.8932
575,1447,1965,Egypt,EGY,islam,27050000.0,0.9204
576,1448,1970,Egypt,EGY,islam,28933990.0,0.8754
577,1449,1975,Egypt,EGY,islam,34271694.0,0.9263
578,1450,1980,Egypt,EGY,islam,35387450.0,0.8721
579,1451,1985,Egypt,EGY,islam,41152450.0,0.8855
580,1452,1990,Egypt,EGY,islam,45800000.0,0.8598
581,1453,1995,Egypt,EGY,islam,47770094.0,0.8066
582,1454,2000,Egypt,EGY,islam,60253600.0,0.88
583,1455,2005,Egypt,EGY,islam,63117840.0,0.8641
584,1456,2010,Egypt,EGY,islam,70248701.0,0.8643
585,1443,2015,Egypt,EGY,islam,70248701.0,0.8643
586,200,1945,El Salvador,SAL,christianity,1565906.0,0.8999
587,201,1950,El Salvador,SAL,christianity,1693000.0,0.9107
588,202,1955,El Salvador,SAL,christianity,1946500.0,0.9117
589,203,1960,El Salvador,SAL,christianity,2400000.0,0.931
590,204,1965,El Salvador,SAL,christianity,2730140.0,0.9681
591,205,1970,El Salvador,SAL,christianity,3462438.0,0.9798
592,206,1975,El Salvador,SAL,christianity,3431933.0,0.9711
593,207,1980,El Salvador,SAL,christianity,4392100.0,0.9743
594,208,1985,El Salvador,SAL,christianity,4637480.0,0.955
595,209,1990,El Salvador,SAL,christianity,4865340.0,0.9671
596,210,1995,El Salvador,SAL,christianity,5288450.0,0.934
597,211,2000,El Salvador,SAL,christianity,5711560.0,0.9101
598,212,2005,El Salvador,SAL,christianity,5803034.0,0.9071
599,213,2010,El Salvador,SAL,christianity,6209779.0,0.861
600,200,2015,El Salvador,SAL,christianity,6209779.0,0.861
601,900,1970,Equatorial Guinea,EQG,christianity,256908.0,0.8828
602,901,1975,Equatorial Guinea,EQG,christianity,197199.0,0.8764
603,902,1980,Equatorial Guinea,EQG,christianity,190770.0,0.8791
604,903,1985,Equatorial Guinea,EQG,christianity,284570.0,0.9121
605,904,1990,Equatorial Guinea,EQG,christianity,318600.0,0.9155
606,905,1995,Equatorial Guinea,EQG,christianity,339545.0,0.8959
607,906,2000,Equatorial Guinea,EQG,christianity,394530.0,0.8709
608,907,2005,Equatorial Guinea,EQG,christianity,526785.0,0.865
609,908,2010,Equatorial Guinea,EQG,christianity,622914.0,0.892
610,900,2015,Equatorial Guinea,EQG,christianity,622914.0,0.892
611,1212,1995,Eritrea,ERI,islam,1542000.0,0.4863
612,1213,2000,Eritrea,ERI,islam,1925000.0,0.5
613,1214,2005,Eritrea,ERI,islam,2370690.0,0.53
614,1215,2010,Eritrea,ERI,christianity,3009808.0,0.575
615,1212,2015,Eritrea,ERI,islam,2370690.0,0.53
616,774,1995,Estonia,EST,noreligion,794845.0,0.5356
617,775,2000,Estonia,EST,noreligion,760000.0,0.5444
618,776,2005,Estonia,EST,noreligion,842500.0,0.6259
619,777,2010,Estonia,EST,noreligion,925000.0,0.6903
620,774,2015,Estonia,EST,noreligion,925000.0,0.6903
621,1198,1945,Ethiopia,ETH,christianity,8110359.0,0.4715
622,1199,1950,Ethiopia,ETH,christianity,8487851.0,0.4337
623,1200,1955,Ethiopia,ETH,christianity,8882912.0,0.4651
624,1201,1960,Ethiopia,ETH,christianity,10232470.0,0.4943
625,1202,1965,Ethiopia,ETH,christianity,11249499.0,0.4956
626,1203,1970,Ethiopia,ETH,christianity,12798354.0,0.5197
627,1204,1975,Ethiopia,ETH,christianity,15382676.0,0.5676
628,1205,1980,Ethiopia,ETH,christianity,17967000.0,0.5784
629,1206,1985,Ethiopia,ETH,christianity,24156800.0,0.5459
630,1207,1990,Ethiopia,ETH,christianity,29253960.0,0.5660000000000001
631,1208,1995,Ethiopia,ETH,christianity,32575450.0,0.5748
632,1209,2000,Ethiopia,ETH,christianity,38159809.0,0.6099
633,1210,2005,Ethiopia,ETH,christianity,42171769.0,0.5773
634,1211,2010,Ethiopia,ETH,christianity,50654152.0,0.6156
635,1198,2015,Ethiopia,ETH,christianity,50654152.0,0.6156
636,1984,1995,Federated States of Micronesia,FSM,christianity,97966.0,0.933
637,1985,2000,Federated States of Micronesia,FSM,christianity,100952.0,0.8483
638,1986,2005,Federated States of Micronesia,FSM,christianity,90100.0,0.8266
639,1987,2010,Federated States of Micronesia,FSM,christianity,96000.0,0.8651
640,1984,2015,Federated States of Micronesia,FSM,christianity,96000.0,0.8651
641,1961,1970,Fiji,FIJ,christianity,262522.0,0.5049
642,1962,1975,Fiji,FIJ,christianity,288710.0,0.5074
643,1963,1980,Fiji,FIJ,christianity,315460.0,0.4976
644,1964,1985,Fiji,FIJ,christianity,350700.0,0.5032
645,1965,1990,Fiji,FIJ,christianity,415840.0,0.5689
646,1966,1995,Fiji,FIJ,christianity,485735.0,0.6102
647,1967,2000,Fiji,FIJ,christianity,449482.0,0.5502
648,1968,2005,Fiji,FIJ,christianity,448500.0,0.5436
649,1969,2010,Fiji,FIJ,christianity,549963.0,0.64
650,1961,2015,Fiji,FIJ,christianity,549963.0,0.64
651,806,1945,Finland,FIN,christianity,3738694.0,0.9787
652,807,1950,Finland,FIN,christianity,3888684.0,0.97
653,808,1955,Finland,FIN,christianity,4031299.0,0.9519
654,809,1960,Finland,FIN,christianity,4169858.0,0.9413
655,810,1965,Finland,FIN,christianity,4308416.0,0.944
656,811,1970,Finland,FIN,christianity,4323418.0,0.9386
657,812,1975,Finland,FIN,christianity,4342197.0,0.9217
658,813,1980,Finland,FIN,christianity,4367880.0,0.9138
659,814,1985,Finland,FIN,christianity,4410722.0,0.8998
660,815,1990,Finland,FIN,christianity,4437525.0,0.89
661,816,1995,Finland,FIN,christianity,4444851.0,0.8702
662,817,2000,Finland,FIN,christianity,4468908.0,0.8634
663,818,2005,Finland,FIN,christianity,4422378.0,0.843
664,819,2010,Finland,FIN,christianity,4258941.0,0.794
665,806,2015,Finland,FIN,christianity,4258941.0,0.794
666,481,1945,France,FRN,christianity,37239888.0,0.938
667,482,1950,France,FRN,christianity,38511767.0,0.9227
668,483,1955,France,FRN,christianity,38955930.0,0.897
669,484,1960,France,FRN,christianity,39808773.0,0.8714
670,485,1965,France,FRN,christianity,42091117.0,0.8633
671,486,1970,France,FRN,christianity,43475937.0,0.8564
672,487,1975,France,FRN,christianity,44111544.0,0.8370000000000001
673,488,1980,France,FRN,christianity,44747150.0,0.8305
674,489,1985,France,FRN,christianity,45233457.0,0.8182
675,490,1990,France,FRN,christianity,44618413.0,0.7864
676,491,1995,France,FRN,christianity,43939194.0,0.7558
677,492,2000,France,FRN,christianity,42875006.0,0.7257
678,493,2005,France,FRN,christianity,42399613.0,0.6951
679,494,2010,France,FRN,christianity,44023361.0,0.7019
680,481,2015,France,FRN,christianity,44023361.0,0.7019
681,1075,1960,Gabon,GAB,christianity,286740.0,0.59
682,1076,1965,Gabon,GAB,christianity,311640.0,0.6745
683,1077,1970,Gabon,GAB,christianity,362200.0,0.7187
684,1078,1975,Gabon,GAB,christianity,471871.0,0.7957
685,1079,1980,Gabon,GAB,christianity,525000.0,0.7598
686,1080,1985,Gabon,GAB,christianity,685540.0,0.8537
687,1081,1990,Gabon,GAB,christianity,806600.0,0.8627
688,1082,1995,Gabon,GAB,christianity,946880.0,0.88
689,1083,2000,Gabon,GAB,christianity,936379.0,0.7638
690,1084,2005,Gabon,GAB,christianity,963099.0,0.7335
691,1085,2010,Gabon,GAB,christianity,1047752.0,0.7472
692,1075,2015,Gabon,GAB,christianity,1047752.0,0.7472
693,909,1965,Gambia,GAM,islam,330000.0,0.8168
694,910,1970,Gambia,GAM,islam,385214.0,0.8338
695,911,1975,Gambia,GAM,islam,438160.0,0.8362
696,912,1980,Gambia,GAM,islam,506850.0,0.8433
697,913,1985,Gambia,GAM,islam,667500.0,0.8613
698,914,1990,Gambia,GAM,islam,790760.0,0.8586
699,915,1995,Gambia,GAM,islam,990900.0,0.8919
700,916,2000,Gambia,GAM,islam,1174500.0,0.9
701,917,2005,Gambia,GAM,islam,1299360.0,0.9048
702,918,2010,Gambia,GAM,islam,1548362.0,0.9
703,909,2015,Gambia,GAM,islam,1548362.0,0.9
704,798,1995,Georgia,GRG,christianity,4581948.0,0.8458
705,799,2000,Georgia,GRG,christianity,4406616.0,0.887
706,800,2005,Georgia,GRG,christianity,3851060.0,0.8558
707,801,2010,Georgia,GRG,christianity,3553010.0,0.7979999999999999
708,798,2015,Georgia,GRG,christianity,3553010.0,0.7979999999999999
709,564,1955,German Democratic Republic,GDR,christianity,15121173.0,0.8427
710,565,1960,German Democratic Republic,GDR,christianity,14251002.0,0.8266
711,566,1965,German Democratic Republic,GDR,christianity,13380831.0,0.7862
712,567,1970,German Democratic Republic,GDR,christianity,12341457.0,0.7235
713,568,1975,German Democratic Republic,GDR,christianity,11432084.0,0.6785
714,569,1980,German Democratic Republic,GDR,christianity,10998400.0,0.6571
715,570,1985,German Democratic Republic,GDR,christianity,10415170.0,0.6258
716,564,2015,German Democratic Republic,GDR,christianity,10415170.0,0.6258
717,556,1955,German Federal Republic,GFR,christianity,50138530.0,0.9575
718,557,1960,German Federal Republic,GFR,christianity,53515733.0,0.9656
719,558,1965,German Federal Republic,GFR,christianity,57075186.0,0.9667
720,559,1970,German Federal Republic,GFR,christianity,57417016.0,0.9457
721,560,1975,German Federal Republic,GFR,christianity,58136180.0,0.94
722,561,1980,German Federal Republic,GFR,christianity,57645720.0,0.9367
723,562,1985,German Federal Republic,GFR,christianity,56552000.0,0.9275
724,563,1990,German Federal Republic,GFR,christianity,57550000.0,0.9098
725,556,2015,German Federal Republic,GFR,christianity,57550000.0,0.9098
726,550,1945,Germany,GMY,christianity,86109120.0,0.96
727,551,1990,Germany,GMY,christianity,62557600.0,0.7879
728,552,1995,Germany,GMY,christianity,60917960.0,0.746
729,553,2000,Germany,GMY,christianity,56327135.0,0.6851
730,554,2005,Germany,GMY,christianity,54399203.0,0.6597
731,555,2010,Germany,GMY,christianity,57827992.0,0.7078
732,550,2015,Germany,GMY,christianity,57827992.0,0.7078
733,1031,1960,Ghana,GHA,christianity,2981878.0,0.44
734,1032,1965,Ghana,GHA,christianity,3668638.0,0.4685
735,1033,1970,Ghana,GHA,christianity,4403670.0,0.5101
736,1034,1975,Ghana,GHA,christianity,5100000.0,0.519
737,1035,1980,Ghana,GHA,christianity,5800000.0,0.5366
738,1036,1985,Ghana,GHA,christianity,7100000.0,0.5583
739,1037,1990,Ghana,GHA,christianity,8280300.0,0.5514
740,1038,1995,Ghana,GHA,christianity,10150510.0,0.5854
741,1039,2000,Ghana,GHA,christianity,10986230.0,0.5435
742,1040,2005,Ghana,GHA,christianity,12666130.0,0.5935
743,1041,2010,Ghana,GHA,christianity,16879326.0,0.7034
744,1031,2015,Ghana,GHA,christianity,16879326.0,0.7034
745,703,1945,Greece,GRC,christianity,7218442.0,0.9888
746,704,1950,Greece,GRC,christianity,7439871.0,0.9833
747,705,1955,Greece,GRC,christianity,7843845.0,0.9847
748,706,1960,Greece,GRC,christianity,8204821.0,0.9853
749,707,1965,Greece,GRC,christianity,8416821.0,0.9844
750,708,1970,Greece,GRC,christianity,8648876.0,0.9836
751,709,1975,Greece,GRC,christianity,8867546.0,0.9802
752,710,1980,Greece,GRC,christianity,9467466.0,0.9818
753,711,1985,Greece,GRC,christianity,9635980.0,0.97
754,712,1990,Greece,GRC,christianity,9754560.0,0.96
755,713,1995,Greece,GRC,christianity,10021758.0,0.9587
756,714,2000,Greece,GRC,christianity,10176670.0,0.956
757,715,2005,Greece,GRC,christianity,10580420.0,0.9528
758,716,2010,Greece,GRC,christianity,10682948.0,0.9438
759,703,2015,Greece,GRC,christianity,10682948.0,0.9438
760,116,1975,Grenada,GRN,christianity,89800.0,0.833
761,117,1980,Grenada,GRN,christianity,92590.0,0.8494
762,118,1985,Grenada,GRN,christianity,77000.0,0.8462
763,119,1990,Grenada,GRN,christianity,75257.0,0.8270000000000001
764,120,1995,Grenada,GRN,christianity,77438.0,0.851
765,121,2000,Grenada,GRN,christianity,76726.0,0.8719
766,122,2005,Grenada,GRN,christianity,96820.0,0.94
767,123,2010,Grenada,GRN,christianity,94323.0,0.87
768,116,2015,Grenada,GRN,christianity,94323.0,0.87
769,172,1945,Guatemala,GUA,christianity,2317000.0,0.9496
770,173,1950,Guatemala,GUA,christianity,2781134.0,0.9367
771,174,1955,Guatemala,GUA,christianity,3065206.0,0.9408
772,175,1960,Guatemala,GUA,christianity,3807000.0,0.9604
773,176,1965,Guatemala,GUA,christianity,4306560.0,0.9428
774,177,1970,Guatemala,GUA,christianity,4816793.0,0.9182
775,178,1975,Guatemala,GUA,christianity,5447596.0,0.9045
776,179,1980,Guatemala,GUA,christianity,6078400.0,0.8788
777,180,1985,Guatemala,GUA,christianity,7243700.0,0.9097
778,181,1990,Guatemala,GUA,christianity,8511300.0,0.9254
779,182,1995,Guatemala,GUA,christianity,9576225.0,0.9599
780,183,2000,Guatemala,GUA,christianity,11045250.0,0.9702
781,184,2005,Guatemala,GUA,christianity,12065950.0,0.95
782,185,2010,Guatemala,GUA,christianity,13133239.0,0.95
783,172,2015,Guatemala,GUA,christianity,13133239.0,0.95
784,985,1960,Guinea,GUI,islam,1620000.0,0.4951
785,986,1965,Guinea,GUI,animism,1700000.0,0.4843
786,987,1970,Guinea,GUI,islam,2173980.0,0.5574
787,988,1975,Guinea,GUI,islam,2657017.0,0.6404
788,989,1980,Guinea,GUI,islam,2978870.0,0.6678
789,990,1985,Guinea,GUI,islam,3122870.0,0.67
790,991,1990,Guinea,GUI,islam,3847000.0,0.6685
791,992,1995,Guinea,GUI,islam,4997320.0,0.68
792,993,2000,Guinea,GUI,islam,6315500.0,0.85
793,994,2005,Guinea,GUI,islam,7837850.0,0.85
794,995,2010,Guinea,GUI,islam,8702832.0,0.85
795,985,2015,Guinea,GUI,islam,8702832.0,0.85
796,892,1975,Guinea-Bissau,GNB,animism,370000.0,0.5901
797,893,1980,Guinea-Bissau,GNB,animism,429550.0,0.55
798,894,1985,Guinea-Bissau,GNB,animism,460370.0,0.5298
799,895,1990,Guinea-Bissau,GNB,animism,510920.0,0.53
800,896,1995,Guinea-Bissau,GNB,animism,534500.0,0.5
801,897,2000,Guinea-Bissau,GNB,animism,545850.0,0.45
802,898,2005,Guinea-Bissau,GNB,animism,583440.0,0.44
803,899,2010,Guinea-Bissau,GNB,animism,702000.0,0.475
804,892,2015,Guinea-Bissau,GNB,animism,702000.0,0.475
805,284,1970,Guyana,GUY,christianity,376491.0,0.531
806,285,1975,Guyana,GUY,christianity,419635.0,0.5373
807,286,1980,Guyana,GUY,christianity,418500.0,0.5514
808,287,1985,Guyana,GUY,christianity,438000.0,0.5523
809,288,1990,Guyana,GUY,christianity,303900.0,0.4221
810,289,1995,Guyana,GUY,christianity,367200.0,0.4996
811,290,2000,Guyana,GUY,christianity,430500.0,0.574
812,291,2005,Guyana,GUY,christianity,429477.0,0.5666
813,292,2010,Guyana,GUY,christianity,427919.0,0.5575
814,284,2015,Guyana,GUY,christianity,427919.0,0.5575
815,50,1945,Haiti,HAI,christianity,2936500.0,0.9503
816,51,1950,Haiti,HAI,christianity,2944000.0,0.9506
817,52,1955,Haiti,HAI,christianity,3098500.0,0.8853
818,53,1960,Haiti,HAI,christianity,3253000.0,0.8552
819,54,1965,Haiti,HAI,christianity,3742881.0,0.9034
820,55,1970,Haiti,HAI,christianity,4235925.0,0.9372
821,56,1975,Haiti,HAI,christianity,4553806.0,0.9256
822,57,1980,Haiti,HAI,christianity,5002500.0,0.9345
823,58,1985,Haiti,HAI,christianity,5125000.0,0.8738
824,59,1990,Haiti,HAI,christianity,5934500.0,0.915
825,60,1995,Haiti,HAI,christianity,6621510.0,0.9222
826,61,2000,Haiti,HAI,christianity,7377600.0,0.8973
827,62,2005,Haiti,HAI,christianity,7998500.0,0.85
828,63,2010,Haiti,HAI,christianity,8003882.0,0.82
829,50,2015,Haiti,HAI,christianity,8003882.0,0.82
830,186,1945,Honduras,HON,christianity,1197574.0,0.9505
831,187,1950,Honduras,HON,christianity,1400000.0,0.9689
832,188,1955,Honduras,HON,christianity,1614700.0,0.9698
833,189,1960,Honduras,HON,christianity,1889000.0,0.9722
834,190,1965,Honduras,HON,christianity,1994293.0,0.9824
835,191,1970,Honduras,HON,christianity,2474700.0,0.9377
836,192,1975,Honduras,HON,christianity,2976874.0,0.9625
837,193,1980,Honduras,HON,christianity,3479050.0,0.9426
838,194,1985,Honduras,HON,christianity,4295000.0,0.9824
839,195,1990,Honduras,HON,christianity,4919650.0,0.9637
840,196,1995,Honduras,HON,christianity,5624825.0,0.9449
841,197,2000,Honduras,HON,christianity,6330000.0,0.9694
842,198,2005,Honduras,HON,christianity,6587486.0,0.9269
843,199,2010,Honduras,HON,christianity,7121814.0,0.89
844,186,2015,Honduras,HON,christianity,7121814.0,0.89
845,597,1945,Hungary,HUN,christianity,8107212.0,0.8984
846,598,1950,Hungary,HUN,christianity,8392007.0,0.8984
847,599,1955,Hungary,HUN,christianity,8727750.0,0.8883
848,600,1960,Hungary,HUN,christianity,8765444.0,0.8779
849,601,1965,Hungary,HUN,christianity,8773090.0,0.8641
850,602,1970,Hungary,HUN,christianity,8697982.0,0.8414
851,603,1975,Hungary,HUN,christianity,8552839.0,0.8121
852,604,1980,Hungary,HUN,christianity,8424299.0,0.7868
853,605,1985,Hungary,HUN,christianity,8295758.0,0.7842
854,606,1990,Hungary,HUN,christianity,8053776.0,0.777
855,607,1995,Hungary,HUN,christianity,7811791.0,0.7637
856,608,2000,Hungary,HUN,christianity,7462967.0,0.7436
857,609,2005,Hungary,HUN,christianity,7066031.0,0.7005
858,610,2010,Hungary,HUN,christianity,6669095.0,0.6736
859,597,2015,Hungary,HUN,christianity,6669095.0,0.6736
860,862,1945,Iceland,ICE,christianity,126571.0,0.9812
861,863,1950,Iceland,ICE,christianity,140694.0,0.9839
862,864,1955,Iceland,ICE,christianity,155678.0,0.9853
863,865,1960,Iceland,ICE,christianity,173900.0,0.9881
864,866,1965,Iceland,ICE,christianity,188324.0,0.9809
865,867,1970,Iceland,ICE,christianity,200685.0,0.9838
866,868,1975,Iceland,ICE,christianity,214986.0,0.9862
867,869,1980,Iceland,ICE,christianity,224507.0,0.9847
868,870,1985,Iceland,ICE,christianity,234000.0,0.971
869,871,1990,Iceland,ICE,christianity,246069.0,0.965
870,872,1995,Iceland,ICE,christianity,257027.0,0.9626
871,873,2000,Iceland,ICE,christianity,268427.0,0.9553
872,874,2005,Iceland,ICE,christianity,277615.0,0.9379
873,875,2010,Iceland,ICE,christianity,290063.0,0.9155
874,862,2015,Iceland,ICE,christianity,290063.0,0.9155
875,1707,1950,India,IND,hinduism,285839680.0,0.7978
876,1708,1955,India,IND,hinduism,312119200.0,0.8
877,1709,1960,India,IND,hinduism,341835376.0,0.79
878,1710,1965,India,IND,hinduism,378198687.0,0.7838
879,1711,1970,India,IND,hinduism,431738720.0,0.778
880,1712,1975,India,IND,hinduism,458088480.0,0.76
881,1713,1980,India,IND,hinduism,507774904.0,0.7541
882,1714,1985,India,IND,hinduism,569292341.0,0.7581
883,1715,1990,India,IND,hinduism,622022768.0,0.7452
884,1716,1995,India,IND,hinduism,679818545.0,0.7422
885,1717,2000,India,IND,hinduism,827578868.0,0.8045
886,1718,2005,India,IND,hinduism,894489961.0,0.802
887,1719,2010,India,IND,hinduism,961401054.0,0.8045
888,1707,2015,India,IND,hinduism,961401054.0,0.8045
