,country_name,country_code,year,growth
1075,Euro area,EMU,1969,6.95363553061054
1076,Spain,ESP,1969,8.907015555270892
1077,European Union,EUU,1969,5.789619147508461
1078,Finland,FIN,1969,9.59328778480032
1079,Fiji,FJI,1969,2.59641051244337
1080,France,FRA,1969,6.99053053392915
1081,Gabon,GAB,1969,8.082910433817151
1082,United Kingdom,GBR,1969,2.0524456510885303
1083,Georgia,GEO,1969,4.77814972509454
1084,Ghana,GHA,1969,6.006174963645081
1085,"Gambia, The",GMB,1969,2.43552288196156
1086,Greece,GRC,1969,9.89973017189723
1087,Guatemala,GTM,1969,4.7369090153027695
1088,Guyana,GUY,1969,6.99438665728506
1089,High income,HIC,1969,5.84942945709589
1090,"Hong Kong SAR, China",HKG,1969,11.343772446487598
1091,Honduras,HND,1969,0.655438846570291
1092,Heavily indebted poor countries (HIPC),HPC,1969,4.53016457945743
1093,Haiti,HTI,1969,3.8119432864944796
1094,IBRD only,IBD,1969,7.39128680123639
1095,IDA & IBRD total,IBT,1969,7.61776113601364
1096,IDA total,IDA,1969,9.73852218153573
1097,IDA blend,IDB,1969,16.717914901095902
1098,Indonesia,IDN,1969,6.822298249136139
1099,IDA only,IDX,1969,3.7697465686615197
1100,India,IND,1969,6.539700296280861
1101,"Iran, Islamic Rep.",IRN,1969,16.333857410256602
1102,Iraq,IRQ,1969,3.24418901397006
1103,Iceland,ISL,1969,2.37458802719073
1104,Israel,ISR,1969,13.565703506413099
1105,Italy,ITA,1969,6.0980599955859995
1106,Jamaica,JAM,1969,5.57467387070459
1107,Japan,JPN,1969,12.4778945144981
1108,Kenya,KEN,1969,7.959224456082279
1109,"Korea, Rep.",KOR,1969,14.5412349898647
1110,Kuwait,KWT,1969,2.73541863453319
1111,Latin America & Caribbean (excluding high income),LAC,1969,5.742012936623349
1112,Latin America & Caribbean,LCN,1969,6.248025373093849
1113,Sri Lanka,LKA,1969,7.71681966165517
1114,Lower middle income,LMC,1969,7.78835471820365
1115,Low & middle income,LMY,1969,7.572791475919191
1116,Lesotho,LSO,1969,1.5475366933468402
1117,Late-demographic dividend,LTE,1969,9.900005939721579
1118,Luxembourg,LUX,1969,9.97285794333055
1119,Morocco,MAR,1969,8.36216535667576
1120,Madagascar,MDG,1969,3.721222167801
1121,Middle East & North Africa,MEA,1969,11.581159002013301
1122,Mexico,MEX,1969,3.41862002555951
1123,Middle income,MIC,1969,7.632660837190611
1124,Mali,MLI,1969,0.230999419524821
1125,Myanmar,MMR,1969,3.2917411206131204
1126,Middle East & North Africa (excluding high income),MNA,1969,12.7672804166215
1127,Mauritania,MRT,1969,1.2485320882916298
1128,Malawi,MWI,1969,5.8823598926886
1129,Malaysia,MYS,1969,4.8885336526140595
1130,North America,NAC,1969,3.30428750177067
1131,New Caledonia,NCL,1969,15.716313383603199
1132,Niger,NER,1969,-5.48594581206117
1133,Nigeria,NGA,1969,24.197383948973798
1134,Nicaragua,NIC,1969,6.23770390741014
1135,Netherlands,NLD,1969,6.429449077590929
1136,Norway,NOR,1969,4.50461145559125
1137,Nepal,NPL,1969,4.46342160070982
1138,OECD members,OED,1969,5.69127400133489
1139,Oman,OMN,1969,25.6661688224547
1140,Pakistan,PAK,1969,5.5078996342873
1141,Panama,PAN,1969,8.44138916884364
1142,Peru,PER,1969,3.51445891251396
1143,Philippines,PHL,1969,4.65635857843871
1144,Papua New Guinea,PNG,1969,8.27345794708027
1145,Pre-demographic dividend,PRE,1969,12.026710082398699
1146,Puerto Rico,PRI,1969,9.37523403607582
1147,Portugal,PRT,1969,2.12074116169627
1148,Paraguay,PRY,1969,4.70115140831608
1149,Post-demographic dividend,PST,1969,5.759834446318541
1150,French Polynesia,PYF,1969,-2.68594101286762
1151,Rwanda,RWA,1969,11.0073701496007
1152,South Asia,SAS,1969,5.94149668105123
1153,Saudi Arabia,SAU,1969,6.0378865487125095
1154,Sudan,SDN,1969,1.38935049190876
1155,Senegal,SEN,1969,-6.55414292112036
1156,Singapore,SGP,1969,13.724676128887
1157,Sierra Leone,SLE,1969,8.5254468016976
1158,El Salvador,SLV,1969,3.4854188187090895
1159,Somalia,SOM,1969,-1.69956971733171
1160,Sub-Saharan Africa (excluding high income),SSA,1969,9.05741418361706
1161,Sub-Saharan Africa,SSF,1969,9.052012682436711
1162,Suriname,SUR,1969,4.499999999999839
1163,Sweden,SWE,1969,5.009649555770441
1164,Seychelles,SYC,1969,0.0
1165,Syrian Arab Republic,SYR,1969,18.7679152118321
1166,Chad,TCD,1969,6.88131022379213
1167,East Asia & Pacific (IDA & IBRD countries),TEA,1969,10.733883874625901
1168,Togo,TGO,1969,10.830868344695801
1169,Thailand,THA,1969,6.55065988587748
1170,Latin America & the Caribbean (IDA & IBRD countries),TLA,1969,6.17374947043827
1171,Middle East & North Africa (IDA & IBRD countries),TMN,1969,12.767280416621599
1172,South Asia (IDA & IBRD),TSA,1969,5.94149668105123
1173,Sub-Saharan Africa (IDA & IBRD countries),TSS,1969,9.05201268243675
1174,Trinidad and Tobago,TTO,1969,2.7306815205947403
1175,Tunisia,TUN,1969,4.74781540862396
1176,Turkey,TUR,1969,4.0811456208947
1177,Upper middle income,UMC,1969,7.5773093863744005
1178,Uruguay,URY,1969,5.86474063335669
1179,United States,USA,1969,3.10000000000004
1180,St. Vincent and the Grenadines,VCT,1969,2.86084496980044
1181,"Venezuela, RB",VEN,1969,0.7060367961560419
1182,World,WLD,1969,6.117508393485839
1183,South Africa,ZAF,1969,4.71583060864083
1184,Zambia,ZMB,1969,-0.43691582308818494
1185,Zimbabwe,ZWE,1969,12.428235834582301
1186,Argentina,ARG,1970,3.04564331900328
1187,Australia,AUS,1970,7.17218249969342
1188,Austria,AUT,1970,6.32114254507779
1189,Burundi,BDI,1970,21.3256707328197
1190,Belgium,BEL,1970,5.5918026287969695
1191,Benin,BEN,1970,2.09775757773704
1192,Burkina Faso,BFA,1970,0.117019610899916
1193,Bangladesh,BGD,1970,5.61985229280111
1194,"Bahamas, The",BHS,1970,-5.64964951931603
1195,Belize,BLZ,1970,4.80769336382932
1196,Bermuda,BMU,1970,6.3122923588076505
1197,Bolivia,BOL,1970,5.23102930127762
1198,Brazil,BRA,1970,8.76994747172606
1199,Botswana,BWA,1970,17.1202676706414
1200,Central African Republic,CAF,1970,2.33288087679347
1201,Canada,CAN,1970,3.25561362030369
1202,Chile,CHL,1970,1.82896697107341
1203,China,CHN,1970,19.299999996256002
1204,Cote d'Ivoire,CIV,1970,10.3750318434126
1205,Cameroon,CMR,1970,3.0920682359675897
1206,"Congo, Dem. Rep.",COD,1970,-0.245056575086281
1207,"Congo, Rep.",COG,1970,6.35847018756776
1208,Colombia,COL,1970,6.20779696259058
1209,Costa Rica,CRI,1970,7.503134342752321
1210,Caribbean small states,CSS,1970,4.627364868249759
1211,Denmark,DNK,1970,2.7352181177912795
1212,Dominican Republic,DOM,1970,18.2266828775203
1213,Algeria,DZA,1970,8.86265710850896
1214,East Asia & Pacific (excluding high income),EAP,1970,12.7316792929822
1215,Early-demographic dividend,EAR,1970,8.730614195971059
1216,East Asia & Pacific,EAS,1970,3.13931491292992
1217,Ecuador,ECU,1970,6.87192932986009
1218,"Egypt, Arab Rep.",EGY,1970,5.598515039791581
1219,Euro area,EMU,1970,5.57126955682629
1220,Spain,ESP,1970,4.29063938766936
1221,European Union,EUU,1970,5.71310081087302
1222,Finland,FIN,1970,5.33390779168666
1223,Fiji,FJI,1970,12.7027111280633
1224,France,FRA,1970,5.558249635212481
1225,Gabon,GAB,1970,8.679342175560711
1226,United Kingdom,GBR,1970,6.59628652100466
1227,Georgia,GEO,1970,12.052116246036698
1228,Ghana,GHA,1970,9.723472586859241
1229,"Gambia, The",GMB,1970,6.15384657359954
1230,Greece,GRC,1970,7.951269095081531
1231,Guatemala,GTM,1970,5.70788359899647
1232,Guyana,GUY,1970,4.25545689295259
1233,High income,HIC,1970,3.0548202222203305
1234,"Hong Kong SAR, China",HKG,1970,9.206981617001961
1235,Honduras,HND,1970,3.62672094031046
1236,Heavily indebted poor countries (HIPC),HPC,1970,4.5202783057193
1237,Haiti,HTI,1970,0.651153707670417
1238,IBRD only,IBD,1970,7.463422823281849
1239,IDA & IBRD total,IBT,1970,7.8683207683122
1240,IDA total,IDA,1970,11.578785060088501
1241,IDA blend,IDB,1970,18.738204529025897
1242,Indonesia,IDN,1970,7.554634513942231
1243,IDA only,IDX,1970,4.692068810514701
1244,India,IND,1970,5.15722973608221
1245,"Iran, Islamic Rep.",IRN,1970,11.1225886890011
1246,Iraq,IRQ,1970,4.544357261306519
1247,Israel,ISR,1970,7.3073296672578
1248,Italy,ITA,1970,5.26869296541967
1249,Jamaica,JAM,1970,12.064409039017901
1250,Japan,JPN,1970,0.399050644836521
1251,Kenya,KEN,1970,-4.65544691356283
1252,"Korea, Rep.",KOR,1970,9.99740656521107
1253,Kuwait,KWT,1970,3.1817496085632797
1254,Latin America & Caribbean (excluding high income),LAC,1970,7.46108149597964
1255,Latin America & Caribbean,LCN,1970,6.59149425613263
1256,Sri Lanka,LKA,1970,3.84662985529307
1257,Lower middle income,LMC,1970,8.2256286095764
1258,Low & middle income,LMY,1970,8.364016226877549
1259,Lesotho,LSO,1970,2.1770711668364298
1260,Late-demographic dividend,LTE,1970,9.91615848648226
1261,Luxembourg,LUX,1970,4.50704070671837
1262,Morocco,MAR,1970,4.713460375521071
1263,Madagascar,MDG,1970,5.276455574847629
1264,Middle East & North Africa,MEA,1970,19.2859957703927
1265,Mexico,MEX,1970,6.5024840333226
1266,Middle income,MIC,1970,8.46954313728463
1267,Mali,MLI,1970,6.13695486255888
1268,Myanmar,MMR,1970,4.97933059716766
1269,Middle East & North Africa (excluding high income),MNA,1970,9.51054377831721
1270,Mauritania,MRT,1970,11.9859311516478
1271,Malawi,MWI,1970,0.47929797784461
1272,Malaysia,MYS,1970,5.98653862992794
1273,North America,NAC,1970,0.48417701008745
1274,New Caledonia,NCL,1970,30.999289736459698
1275,Niger,NER,1970,3.05577892215352
1276,Nigeria,NGA,1970,25.007241925401804
1277,Nicaragua,NIC,1970,1.35382659111202
1278,Netherlands,NLD,1970,5.69479553645762
1279,Norway,NOR,1970,1.94330050548352
1280,Nepal,NPL,1970,2.57599212629248
1281,OECD members,OED,1970,2.7225997368804995
1282,Oman,OMN,1970,13.8950964387045
1283,Pakistan,PAK,1970,11.3534617181882
1284,Panama,PAN,1970,6.95922610702162
1285,Peru,PER,1970,3.36594600332614
1286,Philippines,PHL,1970,3.7646048586699
1287,Papua New Guinea,PNG,1970,10.842805772032499
1288,Pre-demographic dividend,PRE,1970,12.7959256486183
1289,Puerto Rico,PRI,1970,8.39791794645978
1290,Portugal,PRT,1970,12.612605273951
1291,Paraguay,PRY,1970,5.553425735876321
1292,Post-demographic dividend,PST,1970,2.64427666908047
1293,French Polynesia,PYF,1970,1.62671134424308
1294,Rwanda,RWA,1970,6.00142524499697
1295,South Asia,SAS,1970,5.691565369813009
1296,Saudi Arabia,SAU,1970,58.6473306544578
1297,Sudan,SDN,1970,5.925074714472901
1298,Senegal,SEN,1970,8.56204551052542
1299,Singapore,SGP,1970,13.8856403878401
1300,Sierra Leone,SLE,1970,8.62049323971688
1301,El Salvador,SLV,1970,2.9772950912029503
1302,Somalia,SOM,1970,4.58140792145096
1303,Sub-Saharan Africa (excluding high income),SSA,1970,10.039942767553699
1304,Sub-Saharan Africa,SSF,1970,10.0393039946122
1305,Suriname,SUR,1970,2.70000000000007
1306,Sweden,SWE,1970,6.04200875163579
1307,Seychelles,SYC,1970,8.87186986487561
1308,Syrian Arab Republic,SYR,1970,-3.8078191336811797
1309,Chad,TCD,1970,1.85965647855537
1310,East Asia & Pacific (IDA & IBRD countries),TEA,1970,12.7316792929822
1311,Togo,TGO,1970,2.52430264523538
1312,Thailand,THA,1970,11.4079490662097
1313,Latin America & the Caribbean (IDA & IBRD countries),TLA,1970,6.59733972112855
1314,Middle East & North Africa (IDA & IBRD countries),TMN,1970,9.51054377831721
1315,South Asia (IDA & IBRD),TSA,1970,5.691565369813009
1316,Sub-Saharan Africa (IDA & IBRD countries),TSS,1970,10.0393039946122
1317,Trinidad and Tobago,TTO,1970,3.53363651428677
1318,Tunisia,TUN,1970,4.66963177594528
1319,Turkey,TUR,1970,3.2335089729326003
1320,Upper middle income,UMC,1970,8.556428435689071
1321,Uruguay,URY,1970,2.33321338171658
1322,United States,USA,1970,0.186045636370451
1323,St. Vincent and the Grenadines,VCT,1970,10.745889553105199
1324,"Venezuela, RB",VEN,1970,7.71191438124382
1325,World,WLD,1970,3.8920223579925
1326,South Africa,ZAF,1970,5.24867413450896
1327,Zambia,ZMB,1970,4.79711290318896
1328,Zimbabwe,ZWE,1970,22.565150839186398
1329,Andorra,AND,1971,4.64946536081882
1330,Argentina,ARG,1971,5.65813108318036
1331,Australia,AUS,1971,4.00393029937437
1332,Austria,AUT,1971,5.11496871403365
1333,Burundi,BDI,1971,2.74682871136842
1334,Belgium,BEL,1971,3.9858273550651098
1335,Benin,BEN,1971,-1.49684182821601
1336,Burkina Faso,BFA,1971,1.41333988193304
1337,Bangladesh,BGD,1971,-5.47948302721956
1338,"Bahamas, The",BHS,1971,1.6265087407438201
1339,Belize,BLZ,1971,3.95944108172952
1340,Bermuda,BMU,1971,3.43749999999838
1341,Bolivia,BOL,1971,5.063336434552411
1342,Brazil,BRA,1971,11.295086843350198
1343,Botswana,BWA,1971,25.8211072190911
1344,Central African Republic,CAF,1971,1.13020238405835
1345,Canada,CAN,1971,4.11765761702448
1346,Chile,CHL,1971,9.42268621200233
1347,China,CHN,1971,7.060000003351799
1348,Cote d'Ivoire,CIV,1971,9.45663766136518
1349,Cameroon,CMR,1971,3.47970781666606
1350,"Congo, Dem. Rep.",COD,1971,6.005018067375571
1351,"Congo, Rep.",COG,1971,7.75303585293887
1352,Colombia,COL,1971,5.9607279444282995
1353,Costa Rica,CRI,1971,6.778505427469259
1354,Caribbean small states,CSS,1971,2.07153007358343
1355,Cuba,CUB,1971,8.58385901164081
1356,Germany,DEU,1971,3.13269975367778
1357,Denmark,DNK,1971,3.00503299618597
1358,Dominican Republic,DOM,1971,10.87146606849
1359,Algeria,DZA,1971,-11.3317191681938
1360,East Asia & Pacific (excluding high income),EAP,1971,6.782353691134889
1361,Early-demographic dividend,EAR,1971,5.814174526396071
1362,East Asia & Pacific,EAS,1971,5.1381665978504
1363,Europe & Central Asia,ECS,1971,3.7215655717230804
1364,Ecuador,ECU,1971,6.292606196283231
1365,"Egypt, Arab Rep.",EGY,1971,4.05734632683661
1366,Euro area,EMU,1971,3.8060648911263995
1367,Spain,ESP,1971,4.64947347775141
1368,European Union,EUU,1971,3.6401624350612796
1369,Finland,FIN,1971,2.35692031222435
1370,Fiji,FJI,1971,6.88898666502998
1371,France,FRA,1971,5.3457115607594
1372,Gabon,GAB,1971,10.2587309116899
1373,United Kingdom,GBR,1971,3.48436803631409
1374,Georgia,GEO,1971,2.47093612493659
1375,Ghana,GHA,1971,5.2161245571362995
1376,"Gambia, The",GMB,1971,-0.06587703327951999
1377,Guinea-Bissau,GNB,1971,-3.91096745821267
1378,Greece,GRC,1971,7.841176998736731
1379,Greenland,GRL,1971,13.060851350077801
1380,Guatemala,GTM,1971,5.5837545497471295
1381,Guyana,GUY,1971,3.1128508450378995
1382,High income,HIC,1971,3.96454118034045
1383,"Hong Kong SAR, China",HKG,1971,7.2927988809391
1384,Honduras,HND,1971,3.99500360693281
1385,Heavily indebted poor countries (HIPC),HPC,1971,4.23744241157307
1386,Haiti,HTI,1971,6.48038049940547
1387,IBRD only,IBD,1971,6.33804316616377
1388,IDA & IBRD total,IBT,1971,6.38343542005866
1389,IDA total,IDA,1971,6.78349262943479
1390,IDA blend,IDB,1971,11.0330066796227
1391,Indonesia,IDN,1971,7.02399719740848
1392,IDA only,IDX,1971,2.1632769231166002
1393,India,IND,1971,1.64293038388728
1394,Ireland,IRL,1971,3.4698875043622595
1395,"Iran, Islamic Rep.",IRN,1971,14.420191956938801
1396,Iraq,IRQ,1971,5.374554641827269
1397,Israel,ISR,1971,5.14635183618574
1398,Italy,ITA,1971,1.81810799188769
1399,Jamaica,JAM,1971,2.4580734517392098
1400,Japan,JPN,1971,4.69899204221254
1401,Kenya,KEN,1971,22.173891928008498
1402,Kiribati,KIR,1971,-2.29006034376654
1403,"Korea, Rep.",KOR,1971,10.4546932742055
1404,Kuwait,KWT,1971,7.6714059772146905
1405,Latin America & Caribbean (excluding high income),LAC,1971,6.831392821033861
1406,Latin America & Caribbean,LCN,1971,6.64615765414214
1407,Liechtenstein,LIE,1971,1.66922200819575
1408,Sri Lanka,LKA,1971,1.30690540231168
1409,Lower middle income,LMC,1971,4.9633204271214595
1410,Low & middle income,LMY,1971,6.44289859293363
1411,Lesotho,LSO,1971,5.11371771230506
1412,Late-demographic dividend,LTE,1971,8.52834350861022
1413,Luxembourg,LUX,1971,2.66723588926061
1414,Morocco,MAR,1971,5.59689365914974
1415,Monaco,MCO,1971,5.22806002428649
1416,Madagascar,MDG,1971,3.92936503159802
1417,Middle East & North Africa,MEA,1971,11.7492608634514
1418,Mexico,MEX,1971,3.7624676858320405
1419,Middle income,MIC,1971,6.49686319067111
1420,Mali,MLI,1971,2.56899602355828
1421,Malta,MLT,1971,2.45399361227827
1422,Myanmar,MMR,1971,4.1299624445186796
1423,Middle East & North Africa (excluding high income),MNA,1971,9.214544932595839
1424,Mauritania,MRT,1971,1.8428864371536002
1425,Malawi,MWI,1971,16.218563632657002
1426,Malaysia,MYS,1971,10.0346605799306
1427,North America,NAC,1971,3.37690068486079
1428,New Caledonia,NCL,1971,6.99921567745714
1429,Niger,NER,1971,5.67932064356992
1430,Nigeria,NGA,1971,14.237531559701099
1431,Nicaragua,NIC,1971,3.3047564994871403
1432,Netherlands,NLD,1971,4.31698032814137
1433,Norway,NOR,1971,5.672449976532331
1434,Nepal,NPL,1971,-1.1953833001199299
1435,New Zealand,NZL,1971,3.78545824933281
1436,OECD members,OED,1971,3.78268303582632
1437,Oman,OMN,1971,0.8982250863229381
1438,Pakistan,PAK,1971,0.468372548504419
1439,Panama,PAN,1971,9.61613757869819
1440,Peru,PER,1971,4.59053992759885
1441,Philippines,PHL,1971,5.428631368913781
1442,Papua New Guinea,PNG,1971,6.2951925723230895
1443,Pre-demographic dividend,PRE,1971,9.56407806587616
1444,Puerto Rico,PRI,1971,6.365448574083099
1445,Portugal,PRT,1971,6.63165221086579
1446,Paraguay,PRY,1971,5.53815193878913
1447,Post-demographic dividend,PST,1971,3.76362923203413
1448,French Polynesia,PYF,1971,12.0024086435434
1449,Rwanda,RWA,1971,1.20664070224264
1450,South Asia,SAS,1971,0.8280250759648878
1451,Saudi Arabia,SAU,1971,20.5122167398356
1452,Sudan,SDN,1971,2.24731410064325
1453,Senegal,SEN,1971,-0.14044943878062102
1454,Singapore,SGP,1971,12.0812370282634
1455,Sierra Leone,SLE,1971,3.4659164922768597
1456,El Salvador,SLV,1971,3.8582575147096803
1457,Somalia,SOM,1971,2.6290223397552404
1458,Sub-Saharan Africa (excluding high income),SSA,1971,7.5212281083012
1459,Sub-Saharan Africa,SSF,1971,7.52572410756871
1460,Suriname,SUR,1971,3.8999999999998796
1461,Sweden,SWE,1971,0.9446462423742191
1462,Eswatini,SWZ,1971,13.743633730655901
1463,Seychelles,SYC,1971,15.8517757425109
1464,Syrian Arab Republic,SYR,1971,9.91600377495257
1465,Chad,TCD,1971,-2.2476263724496697
1466,East Asia & Pacific (IDA & IBRD countries),TEA,1971,6.782353691134889
1467,Togo,TGO,1971,0.0
1468,Thailand,THA,1971,4.8953737602429905
1469,Latin America & the Caribbean (IDA & IBRD countries),TLA,1971,6.63980450946475
1470,Middle East & North Africa (IDA & IBRD countries),TMN,1971,9.214544932595839
1471,South Asia (IDA & IBRD),TSA,1971,0.8280250759648878
1472,Sub-Saharan Africa (IDA & IBRD countries),TSS,1971,7.52572410756871
1473,Trinidad and Tobago,TTO,1971,1.04033240907866
1474,Tunisia,TUN,1971,10.5601974738726
1475,Turkey,TUR,1971,5.56669450058789
1476,Upper middle income,UMC,1971,7.03628412651165
1477,Uruguay,URY,1971,-0.25171153215421804
1478,United States,USA,1971,3.2954767283617596
1479,St. Vincent and the Grenadines,VCT,1971,2.9680505843761895
1480,"Venezuela, RB",VEN,1971,1.47929120998992
1481,Virgin Islands (U.S.),VIR,1971,12.077967845659199
1482,World,WLD,1971,4.336107410820601
1483,South Africa,ZAF,1971,4.27897042944383
1484,Zambia,ZMB,1971,-0.0860395508674401
1485,Zimbabwe,ZWE,1971,8.917586642093891
1486,Andorra,AND,1972,8.14974348860618
1487,Argentina,ARG,1972,1.6284165162551103
1488,Australia,AUS,1972,3.91269095266455
1489,Austria,AUT,1972,6.20786098645996
1490,Burundi,BDI,1972,-6.4039649229126905
1491,Belgium,BEL,1972,5.29560441042238
1492,Benin,BEN,1972,6.42636754448678
1493,Burkina Faso,BFA,1972,2.31149874124745
1494,Bangladesh,BGD,1972,-13.9737287020439
1495,"Bahamas, The",BHS,1972,-3.49733593336917
1496,Belize,BLZ,1972,10.2183038390507
1497,Bermuda,BMU,1972,1.81268882175351
1498,Bolivia,BOL,1972,7.967485212810121
1499,Brazil,BRA,1972,12.0528022500388
1500,Botswana,BWA,1972,26.3619409474338
1501,Central African Republic,CAF,1972,-0.0008671748311144259
1502,Canada,CAN,1972,5.44585557970514
1503,Chile,CHL,1972,-1.01994779488233
1504,China,CHN,1972,3.80999999825444
1505,Cote d'Ivoire,CIV,1972,4.23662501230653
1506,Cameroon,CMR,1972,2.6738432924124704
1507,"Congo, Dem. Rep.",COD,1972,0.151135513789043
1508,"Congo, Rep.",COG,1972,8.617550844285692
1509,Colombia,COL,1972,7.66914754853083
1510,Costa Rica,CRI,1972,8.17804513299623
1511,Caribbean small states,CSS,1972,7.674886874926031
1512,Cuba,CUB,1972,4.82668584458274
1513,Germany,DEU,1972,4.30034129410552
1514,Denmark,DNK,1972,3.9293438250383597
1515,Dominican Republic,DOM,1972,10.3941640769004
1516,Algeria,DZA,1972,27.4239694802383
1517,East Asia & Pacific (excluding high income),EAP,1972,5.11039477035737
1518,Early-demographic dividend,EAR,1972,6.97009039634528
1519,East Asia & Pacific,EAS,1972,7.451898624616151
1520,Europe & Central Asia,ECS,1972,4.78691657114992
1521,Ecuador,ECU,1972,5.01764070360238
1522,"Egypt, Arab Rep.",EGY,1972,3.05568062434334
1523,Euro area,EMU,1972,4.92352822582322
1524,Spain,ESP,1972,8.14974586920869
1525,European Union,EUU,1972,4.71597984352714
1526,Finland,FIN,1972,7.7354855177018
1527,Fiji,FJI,1972,7.48527667216305
1528,France,FRA,1972,4.54157893418534
1529,Gabon,GAB,1972,11.336970683066198
1530,United Kingdom,GBR,1972,4.30194591910262
1531,Georgia,GEO,1972,2.83687380741317
1532,Ghana,GHA,1972,-2.48765540027989
1533,"Gambia, The",GMB,1972,0.241704780203023
1534,Guinea-Bissau,GNB,1972,6.37486089357317
1535,Greece,GRC,1972,10.160151128126
1536,Greenland,GRL,1972,6.17727356210882
1537,Guatemala,GTM,1972,7.33305162065273
1538,Guyana,GUY,1972,-3.3176709358562304
1539,High income,HIC,1972,5.6016916050070895
1540,"Hong Kong SAR, China",HKG,1972,10.611879949612
1541,Honduras,HND,1972,5.7623048824237095
1542,Heavily indebted poor countries (HIPC),HPC,1972,1.7194111796315898
1543,Haiti,HTI,1972,0.9771077610273691
1544,IBRD only,IBD,1972,6.7784604712169
1545,IDA & IBRD total,IBT,1972,6.23716409104995
1546,IDA total,IDA,1972,1.48643769689669
1547,IDA blend,IDB,1972,3.98649067661911
1548,Indonesia,IDN,1972,7.03764320785962
1549,IDA only,IDX,1972,-1.46769146910144
1550,India,IND,1972,-0.55330131237784
1551,Ireland,IRL,1972,6.4898086109076
1552,"Iran, Islamic Rep.",IRN,1972,14.4153472736797
1553,Iraq,IRQ,1972,3.73529803357813
1554,Israel,ISR,1972,12.146554602107901
1555,Italy,ITA,1972,3.69048574266739
1556,Jamaica,JAM,1972,18.008555291937398
1557,Japan,JPN,1972,8.41354725523766
1558,Kenya,KEN,1972,17.082429345007302
1559,Kiribati,KIR,1972,12.0792268494364
1560,"Korea, Rep.",KOR,1972,7.1507147770554
1561,Kuwait,KWT,1972,4.40112917479117
1562,Latin America & Caribbean (excluding high income),LAC,1972,8.488267065254519
1563,Latin America & Caribbean,LCN,1972,7.148426706658231
1564,Liechtenstein,LIE,1972,1.6692195632923301
1565,Sri Lanka,LKA,1972,-0.4104799188229579
1566,Lower middle income,LMC,1972,2.18163248019165
1567,Low & middle income,LMY,1972,6.70168956063073
1568,Lesotho,LSO,1972,-0.20270834646414898
1569,Late-demographic dividend,LTE,1972,8.24425077476259
1570,Luxembourg,LUX,1972,6.59819303833771
1571,Morocco,MAR,1972,2.4372373471503703
1572,Monaco,MCO,1972,4.6483096159033
1573,Madagascar,MDG,1972,-1.2726215308478401
1574,Middle East & North Africa,MEA,1972,16.2512757550308
1575,Mexico,MEX,1972,8.22880731164972
1576,Middle income,MIC,1972,6.8167641862158606
1577,Mali,MLI,1972,5.844016430955089
1578,Malta,MLT,1972,5.838327026521469
1579,Myanmar,MMR,1972,2.4358413728682797
1580,Middle East & North Africa (excluding high income),MNA,1972,13.8273967560068
1581,Mauritania,MRT,1972,-0.732907868159487
1582,Malawi,MWI,1972,6.23134900845837
1583,Malaysia,MYS,1972,9.38844499078049
1584,North America,NAC,1972,5.2799566816042995
1585,New Caledonia,NCL,1972,3.39849954478365
1586,Niger,NER,1972,-5.166272306160019
1587,Nigeria,NGA,1972,3.36426203025704
1588,Nicaragua,NIC,1972,2.22072289156631
1589,Netherlands,NLD,1972,3.53387451911522
1590,Norway,NOR,1972,5.33059794526874
1591,Nepal,NPL,1972,3.11780036344416
1592,New Zealand,NZL,1972,5.11910796479962
1593,OECD members,OED,1972,5.514249451794241
1594,Oman,OMN,1972,9.82522417020564
1595,Pakistan,PAK,1972,0.813406404583034
1596,Panama,PAN,1972,4.5828125054442
1597,Peru,PER,1972,3.4775351231047305
1598,Philippines,PHL,1972,5.446791103779769
1599,Papua New Guinea,PNG,1972,5.64355336876375
1600,Pre-demographic dividend,PRE,1972,3.2174984754419302
1601,Puerto Rico,PRI,1972,7.173574976150089
1602,Portugal,PRT,1972,8.0156963175869
1603,Paraguay,PRY,1972,6.63129747592761
1604,Post-demographic dividend,PST,1972,5.454100292761379
1605,French Polynesia,PYF,1972,-4.695078728971009
1606,Rwanda,RWA,1972,0.263068271573601
1607,South Asia,SAS,1972,-1.53633864559403
1608,Saudi Arabia,SAU,1972,22.930640259538002
1609,Sudan,SDN,1972,-5.07098648030895
1610,Senegal,SEN,1972,6.383208916288449
1611,Singapore,SGP,1972,13.5265887827815
1612,Sierra Leone,SLE,1972,0.90023465027167
1613,El Salvador,SLV,1972,6.11753368612555
1614,Somalia,SOM,1972,10.1008460491711
1615,Sub-Saharan Africa (excluding high income),SSA,1972,2.67686832431677
1616,Sub-Saharan Africa,SSF,1972,2.67897997379274
1617,Suriname,SUR,1972,-0.600000000000023
1618,Sweden,SWE,1972,2.2887387961842998
1619,Eswatini,SWZ,1972,5.424294282643699
1620,Seychelles,SYC,1972,6.30830796640298
1621,Syrian Arab Republic,SYR,1972,25.0276071251761
1622,Chad,TCD,1972,1.14961609483272
1623,East Asia & Pacific (IDA & IBRD countries),TEA,1972,5.11039477035737
1624,Togo,TGO,1972,7.62515755097375
1625,Thailand,THA,1972,4.27850803861051
1626,Latin America & the Caribbean (IDA & IBRD countries),TLA,1972,7.215173183829959
1627,Middle East & North Africa (IDA & IBRD countries),TMN,1972,13.8273967560068
1628,South Asia (IDA & IBRD),TSA,1972,-1.53633864559403
